group,latitude,longitude
sig,1.8302,22.2525
sig,5.7389,281.6397
sig,7.0691,5.2114
sig,-2.4951,20.4229
sig,-11.0114,146.8889
assoc,9.4891,264.8206
sig,-3.9985,18.8807
sig,12.1456,287.3370
sig,16.8712,51.8702
sig,0.1127,104.4056
sig,8.4496,348.5771
sig,21.4430,287.2864
sig,6.2504,292.0058
sig,-1.4277,22.5982
assoc,2.2753,118.7278
sig,6.5101,74.4731
assoc,8.4117,266.9698
assoc,5.5216,239.9004
assoc,7.7475,249.6630
sig,3.4561,138.1089
sig,16.5770,127.4045
sig,22.8465,110.7268
sig,9.7803,255.8460
assoc,14.0752,139.2547
assoc,-0.0647,191.2786
sig,10.6819,58.1106
assoc,5.5962,347.3483
sig,6.6584,118.7519
assoc,-0.2681,15.1398
assoc,-5.9782,151.6479
sig,10.3782,121.4157
sig,8.1451,16.9418
sig,2.8000,105.3277
assoc,15.5915,85.2551
sig,9.6886,67.2601
assoc,21.9452,292.5110
assoc,2.1349,291.9708
sig,9.4977,348.3958
sig,1.1863,305.6461
assoc,8.9167,342.5749
sig,17.1850,285.3671
assoc,16.0626,283.4245
sig,-0.0130,106.0021
sig,8.0631,73.8824
assoc,5.5054,300.2500
assoc,9.0313,303.7588
assoc,24.7280,124.8662
sig,22.3272,94.2854
sig,17.8927,265.3762
assoc,6.0839,277.7891
assoc,5.0500,278.8057
sig,8.6379,272.0556
sig,10.9082,2.3359
sig,18.4931,113.0267
sig,4.9936,280.5828
sig,20.0312,30.2455
sig,20.5161,80.0336
assoc,4.0255,24.9261
assoc,11.1229,256.7793
sig,-1.0034,26.2629
assoc,5.4410,223.0384
sig,21.8543,286.0928
assoc,15.4074,124.8097
sig,9.6686,82.4228
sig,8.6910,268.3344
sig,20.8047,260.6604
assoc,4.6719,277.9144
sig,4.3355,278.2433
sig,23.6609,91.5587
assoc,22.0651,280.1262
assoc,13.1994,266.1099
assoc,0.9186,278.3899
assoc,15.7827,284.3559
assoc,1.0401,126.6643
sig,8.0132,282.9783
sig,14.3618,300.4751
sig,13.1721,126.0995
sig,-3.8281,21.8980
assoc,-4.4881,109.0762
assoc,13.4120,268.9352
assoc,-0.3968,278.5792
sig,6.4779,5.5655
assoc,-12.9010,166.8463
sig,9.4948,282.7838
sig,4.4510,4.4092
assoc,8.9934,117.8106
assoc,13.4597,283.7487
assoc,25.3543,267.5385
assoc,21.7630,287.8939
sig,19.8398,290.2541
assoc,11.2474,341.4863
sig,10.4271,124.8498
assoc,-7.0173,117.7727
sig,25.9217,283.1306
sig,12.4865,264.8334
sig,8.9121,281.2780
assoc,-6.2721,121.1733
sig,0.2785,294.9233
assoc,13.0105,116.0446
sig,9.6523,275.7667
assoc,16.3035,296.5993
sig,10.4162,273.4190
assoc,10.5063,273.5113
assoc,12.2314,275.2971
assoc,16.2189,255.3828
sig,14.0084,271.7744
assoc,15.2886,348.0684
sig,25.9111,84.7039
assoc,8.4761,289.4179
sig,20.2747,292.9148
sig,15.1755,262.8545
sig,16.8252,253.0974
assoc,10.1900,103.0517
sig,9.3225,272.8607
assoc,12.2002,102.0315
sig,12.6604,268.8585
sig,10.3675,268.7024
sig,19.3145,270.0727
sig,17.0337,243.2279
assoc,16.2303,169.7138
sig,6.8651,135.7479
sig,11.6490,282.7383
assoc,21.7008,148.8673
assoc,5.7387,225.2809
sig,10.9832,279.9223
sig,15.9924,281.2216
assoc,10.1322,277.7133
sig,21.2616,120.1075
sig,9.4055,101.7568
sig,14.7421,107.3381
sig,20.6523,89.9160
assoc,18.0031,96.7146
assoc,6.8744,108.4722
sig,12.4062,271.2015
assoc,15.6448,274.6795
sig,14.3530,267.1367
assoc,6.1600,275.5390
sig,14.9760,104.5163
sig,5.1208,284.9774
assoc,15.1708,263.1744
assoc,6.3042,283.0685
sig,22.3838,251.6222
assoc,11.0058,284.7320
sig,1.9262,296.8542
sig,5.5098,300.3497
sig,19.8219,264.1129
assoc,7.2528,29.6911
sig,4.0839,280.3004
sig,3.1801,281.1811
assoc,7.1826,265.5366
sig,4.0438,117.2277
sig,1.6532,18.0869
sig,21.6499,88.9380
sig,10.0643,268.2367
assoc,4.5370,273.7427
assoc,8.4445,309.0931
sig,11.7988,264.1083
sig,4.0109,295.4051
sig,0.2664,299.0399
sig,-0.1178,105.7830
assoc,21.1160,271.5347
sig,25.4033,277.1656
sig,16.3815,255.4148
sig,10.3044,353.2778
sig,0.9031,295.5860
assoc,4.8764,288.4567
assoc,14.4874,254.4443
assoc,11.6266,348.5425
assoc,17.6946,282.5255
sig,23.4083,286.2054
assoc,3.7049,25.9765
sig,18.5700,41.5083
sig,18.6764,41.6325
sig,18.9916,42.0020
sig,18.9918,42.0021
assoc,20.7271,44.0843
assoc,24.6106,115.1761
assoc,13.5761,294.6920
sig,10.7855,293.1802
sig,17.4390,287.4027
sig,20.7016,110.5809
assoc,18.2731,274.0655
assoc,17.4971,284.2996
sig,14.3115,263.6258
assoc,11.6559,266.4337
assoc,20.8954,274.1565
assoc,21.3177,276.7248
assoc,-3.6893,172.6365
sig,-11.4154,180.3575
assoc,13.5784,299.0914
assoc,8.7986,275.3948
assoc,13.7676,272.0726
assoc,6.9086,346.8677
sig,13.1283,292.1143
assoc,14.3997,287.7416
sig,18.5356,258.9119
sig,11.8858,266.2057
assoc,8.4507,24.6933
sig,21.6728,294.4996
sig,24.9354,311.4100
sig,-1.5299,20.9712
sig,-2.3979,144.2925
sig,21.7623,282.3915
sig,4.2149,280.7649
sig,6.8996,268.4621
sig,21.6881,82.9076
assoc,1.9237,294.5431
sig,7.5356,264.8421
sig,8.7519,279.2818
sig,12.7069,280.7706
sig,11.7114,281.8122
sig,7.1658,286.4240
sig,4.7966,288.7603
sig,21.5846,291.8760
sig,12.0079,325.0526
sig,1.5312,285.9796
assoc,15.2783,277.1695
sig,23.6387,287.1649
assoc,24.8002,160.7211
sig,-8.3379,168.6910
assoc,9.6039,359.0882
sig,-5.7681,138.9732
sig,25.8950,80.6580
assoc,-6.2585,91.0596
sig,4.4557,136.1933
assoc,23.1240,275.0482
sig,5.0426,278.9879
sig,6.5285,280.4509
sig,7.2551,281.1716
sig,6.4781,290.4975
sig,0.5752,293.2963
sig,15.5529,275.1850
sig,8.1840,297.4235
assoc,4.7658,355.8996
assoc,5.8652,282.2326
sig,17.8647,290.8834
sig,9.1500,273.0676
sig,14.4681,219.5752
sig,10.8715,358.0310
sig,16.0652,121.6147
sig,9.3251,280.9355
assoc,13.9230,116.3514
sig,9.7618,278.4520
sig,9.0110,271.8529
assoc,10.3901,31.3143
assoc,19.9300,305.0230
assoc,22.7076,87.8287
assoc,3.7190,18.8600
assoc,21.8453,278.1363
sig,11.6270,289.7027
sig,11.6268,289.7030
sig,7.7291,283.1332
sig,14.7467,283.4950
sig,16.5406,310.7874
assoc,-9.9238,18.0907
sig,4.9948,118.3378
sig,19.1741,79.1670
assoc,13.4686,207.7764
sig,11.0903,347.5577
assoc,5.0792,293.1451
sig,-3.2114,18.9796
sig,7.8935,293.0488
sig,4.9105,279.1215
assoc,2.8868,281.0959
assoc,11.4066,103.0878
sig,11.2547,6.1608
assoc,4.3629,110.3150
sig,8.0679,0.0497
assoc,13.1814,5.3045
sig,12.6886,123.2426
sig,24.8096,306.5646
sig,16.9336,272.6351
assoc,3.3523,96.9929
sig,5.8971,7.7950
assoc,9.7140,323.2310
sig,24.8032,94.6142
sig,17.5826,270.0879
assoc,0.8563,287.4699
assoc,23.5922,259.8908
sig,15.3326,269.7652
sig,13.2874,271.9704
sig,1.2124,284.9784
assoc,12.6718,6.5385
sig,-6.1747,178.2032
assoc,13.0979,290.6998
sig,21.7152,110.3994
sig,15.7748,124.7938
sig,-0.4116,11.6853
sig,-12.1311,186.4265
sig,7.0207,285.6607
sig,23.5691,268.0391
assoc,9.4664,277.6174
sig,-7.3835,170.4188
assoc,0.2014,114.6391
sig,21.1881,283.2663
assoc,-2.4385,111.0659
assoc,-7.7105,135.4558
assoc,17.9652,61.1169
assoc,4.8647,289.7123
assoc,0.3245,97.8885
sig,8.5778,280.5068
sig,5.8007,283.2685
assoc,-9.5896,14.8265
sig,8.9100,349.9626
assoc,-17.9650,17.1310
sig,21.7223,287.4043
sig,17.2492,265.7943
assoc,14.2696,269.0861
sig,-2.9108,64.2920
assoc,9.5822,80.5066
assoc,8.6302,102.9024
sig,4.0573,10.6892
sig,7.7599,122.4646
assoc,9.3769,113.7049
assoc,11.4691,43.2991
sig,18.8095,105.1686
assoc,5.3867,22.5994
assoc,21.5994,288.3351
sig,-1.8106,118.7102
assoc,1.6759,122.0867
sig,2.1062,98.3233
sig,5.3101,101.4478
assoc,9.6728,109.5928
sig,3.7423,94.4620
sig,11.4110,290.1365
sig,11.1346,120.5865
sig,11.7115,121.1840
sig,-3.9397,103.0437
sig,14.5599,97.3161
sig,14.8690,114.7382
sig,11.8738,117.9233
sig,15.9118,71.9122
sig,12.7994,114.2144
assoc,11.4332,276.6545
assoc,20.7385,290.6417
sig,15.4751,111.7093
assoc,14.7993,277.5345
sig,7.2893,124.6965
assoc,6.7367,99.9706
sig,17.4516,62.8755
sig,-3.3596,17.6019
assoc,3.9692,24.7125
assoc,10.2776,294.2751
sig,-0.0113,114.8841
sig,-4.8848,18.9154
assoc,-18.1782,182.2419
sig,-21.2389,248.4464
sig,-21.2381,248.4474
sig,-21.2373,248.4483
sig,-8.6094,141.4515
assoc,24.3269,289.1178
sig,-14.1109,125.1064
assoc,-14.8128,145.8719
sig,0.3547,112.7647
sig,5.5196,117.7921
sig,14.6364,78.7807
sig,5.2705,20.8400
sig,-11.0023,195.5991
sig,-9.6205,197.0124
assoc,-5.3824,201.2384
assoc,0.5554,182.8378
assoc,23.9913,324.3449
sig,4.7328,305.1381
assoc,8.6596,75.7878
sig,10.3065,117.2930
assoc,3.1812,341.8520
sig,-3.5525,125.2213
sig,11.0302,285.6827
assoc,10.9506,116.5357
assoc,-7.2042,10.8853
sig,-9.8703,13.5655
assoc,-6.6627,152.7762
assoc,-0.1448,122.2438
sig,-5.9365,18.3058
sig,0.2809,287.6611
assoc,13.4640,131.6242
assoc,7.4715,278.7911
sig,5.7698,280.4759
assoc,14.8584,106.3434
sig,-1.5034,14.8090
sig,-4.1875,115.7337
sig,-2.0277,108.3987
sig,15.0049,122.8864
assoc,10.4699,115.5177
sig,-0.2467,8.2590
assoc,9.4187,17.7563
sig,-14.6744,140.2503
assoc,5.0764,96.3904
assoc,-3.8517,105.0640
assoc,3.6765,25.2396
assoc,4.6925,110.6519
sig,-6.0620,115.9884
sig,-6.0621,115.9885
assoc,6.8469,76.6677
sig,-11.2539,143.4356
assoc,-11.9232,138.4072
sig,-8.0821,13.6346
assoc,13.1011,138.3551
assoc,3.7030,281.9696
sig,0.8245,21.7533
sig,-0.6141,20.2867
sig,-14.5443,31.7634
sig,-16.8432,128.4407
sig,-17.9039,129.6472
sig,4.7625,283.8225
assoc,-3.1962,136.0251
sig,-13.1118,140.9411
sig,-13.3910,141.2373
assoc,-0.6365,295.1294
sig,-9.9181,38.4221
sig,-17.8083,141.0547
assoc,-12.2056,38.2585
sig,-17.4492,19.8015
assoc,-11.9730,132.1699
assoc,17.9300,311.8629
assoc,-4.0232,110.0847
sig,-5.0174,141.7889
assoc,-5.3706,142.1355
assoc,9.1824,117.9946
assoc,-7.8580,139.5863
sig,-16.9641,125.0162
assoc,-1.1492,105.3605
assoc,-5.1119,110.2001
assoc,6.3844,2.3359
sig,-16.1846,135.8950
sig,-12.0164,111.2194
sig,-11.9727,111.2651
sig,-3.7647,138.6797
sig,-14.3526,131.3353
sig,-16.7950,134.0241
sig,-13.2947,126.5751
assoc,-13.2868,171.0838
sig,-17.8158,31.0804
sig,-6.8661,123.2405
assoc,-17.4167,122.3442
sig,-21.7641,24.6162
sig,2.4090,95.8199
sig,-7.7337,107.6404
sig,-14.7414,51.4606
assoc,4.3714,102.4829
sig,3.7107,93.4392
assoc,-4.5717,116.0603
sig,-5.6763,117.1440
assoc,-5.7723,117.2385
assoc,1.5840,109.5700
assoc,-4.0461,279.8948
assoc,-0.8623,11.0534
assoc,1.5943,289.0906
assoc,1.4192,289.2603
sig,-2.8530,124.2961
assoc,-6.2966,127.6673
assoc,-5.3827,115.1016
sig,-2.8867,141.4133
sig,0.2227,87.7351
assoc,-16.4294,41.2443
sig,-14.8020,231.6060
assoc,-16.0292,46.5186
sig,-23.4236,31.2490
assoc,-10.1599,53.4830
assoc,-10.8905,169.7282
sig,-14.9880,125.7543
sig,7.9422,281.7375
sig,-4.6968,52.0231
sig,3.4287,274.9925
assoc,5.5449,277.0630
sig,1.1874,293.5337
sig,0.8887,100.5984
sig,-1.2340,30.1920
sig,-7.6138,36.4423
sig,6.3223,262.0752
sig,-1.0277,100.1630
sig,7.4620,274.3745
sig,-11.4377,38.0344
assoc,-23.1414,121.5663
sig,-2.9712,20.3926
sig,-19.1652,41.9637
sig,-22.6502,165.9384
sig,-10.3431,131.5537
sig,-8.2853,109.4857
sig,-3.1606,114.5367
sig,-1.5671,89.6564
sig,-19.4532,37.7521
sig,-10.3781,151.1187
sig,-7.7948,153.7289
sig,-6.7701,154.7482
assoc,-9.7707,127.5872
assoc,-7.2917,105.9285
sig,-7.5381,103.4146
assoc,-16.3036,126.2020
sig,0.0193,54.5511
assoc,-15.4062,206.9337
assoc,-1.9617,123.9900
assoc,-14.0108,136.5588
sig,-11.6445,13.2485
sig,-23.2235,39.2803
sig,-2.9829,83.1724
sig,-18.0644,19.2237
sig,-10.5780,25.0989
assoc,-8.3893,354.3600
sig,-16.1099,14.7665
sig,0.3487,3.2942
sig,-11.9214,14.8364
assoc,-19.8890,112.0833
sig,-8.0577,31.9137
assoc,6.9949,279.3537
sig,3.4803,100.4206
assoc,0.7776,286.2291
sig,-4.4248,25.7076
assoc,-1.0812,91.7181
sig,-8.0203,12.4854
sig,-9.5193,147.2214
sig,0.1712,111.4303
sig,-9.8413,48.8553
assoc,-7.6448,103.0518
assoc,-3.7435,113.1093
assoc,-17.5379,125.2979
assoc,-18.8044,126.7618
assoc,-14.9494,192.7243
sig,4.0666,292.3189
assoc,3.4663,292.9043
assoc,2.1871,294.1479
assoc,-14.8814,190.5415
sig,-18.6948,23.7457
assoc,6.7930,128.6423
sig,-7.0540,40.6063
sig,-1.3491,357.9075
sig,3.8943,0.8991
assoc,-7.5353,108.3585
sig,23.5129,125.0867
sig,-12.2744,39.2644
sig,-6.7837,105.0419
sig,-18.0767,20.2012
assoc,6.8461,270.0750
sig,19.8467,114.6123
sig,19.4354,299.0792
sig,-3.5790,17.7617
assoc,20.8204,110.5608
assoc,17.9261,270.2561
sig,-7.0383,15.4380
assoc,-7.7955,144.6439
assoc,2.6981,97.0191
assoc,-4.9056,141.8173
assoc,-6.9623,115.6018
sig,-2.2389,120.2268
sig,3.2699,101.3778
sig,-2.5959,358.9354
sig,-10.1828,10.0819
sig,-4.9564,163.1257
assoc,-11.6938,132.1672
assoc,-10.4732,109.2379
sig,-6.8169,13.3432
sig,-2.5727,17.5003
sig,2.2564,107.5328
sig,2.8592,111.0903
sig,3.8531,12.5118
sig,5.4074,98.8549
sig,4.4170,75.6368
assoc,-3.5186,99.3119
assoc,-1.3688,101.3993
assoc,12.1458,258.5609
assoc,1.2951,339.1335
assoc,-7.9399,106.2965
sig,0.5032,97.6267
assoc,-7.7070,200.0162
sig,-9.5082,157.5598
assoc,3.3069,73.3725
assoc,2.2231,93.7207
sig,3.1178,46.2170
sig,-3.6183,12.7153
assoc,11.3281,97.5717
sig,4.3240,104.5850
assoc,7.1043,2.3269
assoc,7.9482,264.7501
assoc,7.1069,302.2776
sig,2.0877,103.8838
assoc,10.4717,259.4246
assoc,10.1893,259.7135
sig,1.9913,101.0206
sig,2.6022,101.6136
sig,-1.2711,25.3052
assoc,-4.8863,137.1905
sig,14.5411,77.5805
sig,-4.3188,23.8293
sig,1.9228,17.3982
sig,5.0349,283.6995
assoc,13.6114,268.2313
assoc,4.9928,103.2992
assoc,5.3107,73.3468
assoc,-5.0888,142.0332
sig,0.7251,26.7794
assoc,12.0872,276.0037
sig,9.0054,279.1645
assoc,14.8149,86.6394
sig,18.4332,72.8953
assoc,2.5943,16.8012
sig,12.8842,277.9917
assoc,9.3301,250.1401
sig,0.9328,93.6903
sig,-4.5549,99.0171
sig,13.3845,271.9856
sig,24.7126,189.9621
sig,12.2698,294.6745
assoc,13.1323,266.9294
assoc,12.9500,267.1222
assoc,8.4672,72.0350
sig,9.7292,125.3935
assoc,12.9428,267.3925
sig,-7.2252,150.7276
sig,7.2894,280.4803
assoc,8.1514,281.3408
sig,15.8933,65.2116
assoc,12.8941,68.4507
assoc,24.5508,293.7865
sig,12.4943,283.8151
sig,5.4986,97.4784
sig,6.0265,118.4902
sig,17.3238,92.3510
assoc,15.7568,127.3211
assoc,-2.6663,109.9046
sig,8.6625,271.9353
sig,13.0012,122.4201
assoc,-1.7764,112.9282
assoc,-7.1665,151.2226
assoc,-7.1663,151.2227
sig,7.6815,283.9872
assoc,-7.7377,99.6952
assoc,-11.4000,190.0601
sig,19.9468,222.0968
sig,7.5143,106.7957
sig,12.4613,85.7766
sig,14.3091,274.6011
sig,14.3089,274.6013
sig,14.3085,274.6018
assoc,10.8912,107.6167
assoc,6.6190,124.8917
assoc,21.5266,263.6734
assoc,-1.0604,114.8242
sig,-10.1784,175.7533
assoc,-0.3589,160.6818
assoc,-12.2107,172.4667
sig,9.9712,120.5056
sig,25.8457,90.7765
sig,9.1988,286.3451
sig,9.8304,190.2979
sig,14.2333,170.7276
sig,-10.5349,191.8279
sig,-8.1198,184.7252
sig,-1.1706,150.1775
assoc,21.4297,291.5151
sig,-0.1405,25.1843
assoc,14.2353,133.7180
assoc,-8.4356,181.1247
sig,3.3350,23.4324
sig,17.9040,118.8543
sig,3.1360,284.0006
sig,8.0656,117.1160
assoc,-9.0832,146.0956
assoc,11.2762,284.4738
assoc,-8.5357,192.4382
assoc,10.2526,286.0978
assoc,9.1902,117.9918
sig,13.7133,279.9437
sig,12.7193,280.9981
sig,10.2487,283.5603
sig,4.6220,296.8949
sig,13.3386,84.4494
sig,8.4529,295.6162
sig,-7.8343,110.4863
sig,10.1324,82.7193
sig,21.0184,280.1632
assoc,12.8664,125.9146
assoc,14.3566,127.5044
assoc,23.3591,277.6052
sig,15.6362,262.6709
assoc,-4.7940,89.7853
assoc,13.3651,266.4005
assoc,20.3004,276.4223
assoc,10.7686,111.1340
sig,4.3425,285.8478
assoc,3.2841,286.8799
sig,13.1553,83.6030
assoc,22.3039,288.3233
sig,8.8655,278.8622
sig,19.1654,122.7389
assoc,20.3360,288.0039
sig,19.0219,136.8033
assoc,20.7128,138.8329
sig,8.9682,7.9330
assoc,4.0407,251.9872
sig,7.8384,262.3279
sig,7.8219,25.8070
sig,16.8434,110.5062
assoc,4.5816,273.3737
sig,23.6297,266.4793
assoc,3.3386,288.6334
sig,18.7457,100.9391
assoc,15.8488,132.6147
sig,16.9281,267.2684
assoc,17.7121,283.2182
assoc,15.6718,285.5095
sig,15.3519,114.2962
sig,2.5544,275.9900
assoc,11.3159,279.8651
assoc,22.7192,290.4545
assoc,24.0568,292.2147
sig,19.8006,268.6490
sig,1.1685,289.1252
sig,18.3101,258.4951
sig,19.1295,291.1959
assoc,10.6680,276.2869
sig,3.9661,111.4433
sig,25.3631,85.1402
sig,6.1440,18.6370
sig,7.9025,281.3691
assoc,12.1335,285.6868
sig,8.1951,257.5015
assoc,18.7979,268.8692
assoc,-6.2085,144.4315
assoc,9.4286,275.8162
assoc,17.0786,272.1369
sig,5.3513,282.0074
sig,9.1560,79.9544
assoc,15.7311,299.6141
sig,22.6902,111.1606
assoc,9.4680,268.6417
sig,3.7201,177.7274
sig,5.8560,113.4259
sig,12.9901,261.0135
sig,15.6739,119.0023
sig,22.7198,72.2496
sig,20.9799,282.8912
assoc,19.1882,302.6283
sig,11.5046,270.2515
sig,12.7376,264.4744
sig,22.2477,275.4988
assoc,23.3669,102.7528
sig,19.1826,267.2854
assoc,14.5903,279.9534
assoc,21.7200,123.2727
sig,12.3206,277.9419
sig,15.6402,41.4951
sig,15.6403,41.4952
sig,17.4326,103.3434
assoc,9.5390,12.9902
sig,12.7726,34.0110
sig,11.0311,272.6975
sig,21.2082,87.5159
assoc,8.2160,288.3921
assoc,9.0590,6.9347
sig,-23.1060,255.6748
sig,8.8617,286.8753
sig,20.1061,274.9850
assoc,18.3420,268.5951
sig,7.9031,289.2114
assoc,5.3665,291.7236
sig,6.3705,60.6700
sig,10.2857,282.5471
sig,10.8813,348.0369
assoc,3.4122,17.5291
assoc,23.7722,258.7045
assoc,11.5584,342.9708
sig,10.4200,269.3790
sig,7.6046,218.2562
sig,19.5970,286.0126
sig,10.5947,271.7542
sig,6.6697,275.7052
assoc,15.0662,264.9605
sig,25.2852,282.6095
assoc,-22.6443,228.7700
sig,25.4610,302.8739
sig,25.3615,278.5961
sig,11.9056,284.2364
sig,10.2123,285.9832
sig,8.3203,287.8980
sig,5.7313,24.9642
sig,22.5972,269.9542
assoc,12.5551,281.5116
sig,9.0425,285.1262
sig,2.0972,289.9321
sig,-8.4120,155.3908
sig,7.2138,19.4195
assoc,13.6307,300.4317
sig,14.2833,279.0867
assoc,-5.4278,148.3696
assoc,-4.9472,113.1085
sig,-4.9471,113.1086
sig,17.6670,122.9856
assoc,8.6005,98.1982
sig,-10.5220,99.1697
sig,-3.2713,17.5642
sig,19.5867,130.2336
sig,21.7179,130.8582
assoc,22.8713,273.6345
sig,2.7764,293.3885
assoc,11.4186,282.8199
assoc,0.2368,293.8999
assoc,-2.5576,99.5607
sig,24.4289,122.8782
sig,23.0522,124.7090
assoc,22.3984,148.0246
assoc,23.4137,267.0720
assoc,3.4150,294.5114
assoc,10.7319,303.7887
assoc,0.8393,123.1148
sig,10.7679,86.5994
sig,21.1136,70.1853
sig,10.9584,320.4303
sig,8.8135,108.9086
sig,22.9892,284.1139
assoc,-0.4394,116.1692
assoc,7.0955,123.5228
assoc,13.5108,130.0977
sig,11.7059,174.5705
sig,-4.6254,110.2245
sig,7.4208,25.4706
assoc,6.0312,107.9241
assoc,12.8006,340.4222
assoc,1.8940,114.6862
assoc,13.9817,76.7582
assoc,22.8539,276.4295
assoc,25.7931,278.5797
sig,-13.4706,188.5147
sig,18.4927,278.5183
assoc,17.5636,279.5895
assoc,14.1719,286.7262
assoc,15.2243,280.3783
assoc,13.4148,282.3303
assoc,13.6575,117.3280
sig,18.4580,313.8140
sig,19.1455,73.4124
sig,19.4828,144.3627
sig,8.2102,11.5991
assoc,3.7001,294.7879
sig,9.8579,347.3402
sig,-3.0669,286.4216
sig,3.3813,292.6754
sig,10.8935,83.0848
assoc,25.2876,164.3601
assoc,6.4109,87.4971
assoc,20.3406,282.9227
sig,11.3890,273.6387
sig,-7.2016,13.4695
sig,2.3902,22.8201
sig,2.5235,22.9496
sig,2.9527,23.3667
sig,6.0892,86.0315
sig,0.8645,283.0900
assoc,8.5790,81.7760
sig,6.6923,23.4864
assoc,13.7720,268.3915
sig,-5.9756,150.5738
assoc,16.3385,291.8184
assoc,23.8268,321.0410
sig,-5.2937,158.9323
assoc,6.4376,288.7528
sig,-2.4055,28.3075
sig,-6.2707,22.8244
sig,-4.9182,24.1554
sig,-2.4451,145.4410
sig,-8.8874,59.2339
sig,15.9181,65.8074
assoc,-6.9988,152.1231
sig,-12.7714,61.5644
sig,-0.1841,23.7342
sig,-3.4940,115.3124
assoc,7.5539,126.0903
assoc,-5.4670,123.1971
assoc,3.9301,289.6424
sig,1.2480,20.2281
sig,-4.7758,15.9861
sig,-0.7823,19.8718
sig,-0.7821,19.8719
assoc,-4.9096,169.2352
sig,-7.0933,171.3892
sig,15.1954,76.8129
sig,25.7847,303.2445
sig,10.4077,297.2220
assoc,-5.9419,156.2488
sig,21.9023,305.2141
assoc,11.3712,75.2733
assoc,-5.7858,20.6309
sig,-7.8462,117.5156
assoc,-11.0036,120.7176
assoc,21.6088,300.5886
sig,-0.7665,14.1567
sig,-7.9543,21.1997
sig,-7.3249,115.4206
assoc,0.0932,106.6085
assoc,-0.4542,153.6826
assoc,2.1033,295.9343
assoc,-6.2150,13.2355
sig,7.9479,110.5953
sig,-20.5862,123.5813
assoc,11.2828,66.7751
sig,-15.0669,19.2797
assoc,3.7057,119.4806
sig,-8.2694,107.0750
assoc,-0.1446,121.6864
sig,-13.4807,131.3909
assoc,15.6015,297.0640
sig,16.8648,175.1480
sig,19.1522,124.3097
sig,-0.3175,23.9176
sig,9.9626,349.6976
assoc,0.5230,286.7027
sig,-5.5598,27.5013
sig,2.7105,114.3534
sig,-11.9077,128.7969
sig,4.6039,0.1739
sig,-4.7416,23.6704
assoc,-5.6163,24.5289
assoc,-1.3435,115.2611
sig,12.9247,268.2742
sig,-6.0779,142.4792
sig,-6.1052,118.4061
sig,-7.0060,22.8949
assoc,-9.9844,25.8889
sig,-2.7190,137.6959
assoc,-10.6154,25.0388
sig,-12.4792,26.9730
assoc,7.7831,114.8362
sig,11.2295,118.3354
assoc,11.4649,285.7896
assoc,-16.0015,121.2492
assoc,-9.5788,134.1949
assoc,-6.5593,21.2450
sig,-15.3164,129.8086
sig,-12.2477,133.0923
assoc,3.6547,123.2985
assoc,19.6385,144.0508
sig,-11.0840,125.9048
sig,-10.6292,122.5970
sig,-21.9463,136.3635
sig,3.7521,113.6734
sig,3.4628,17.0266
assoc,12.4991,72.8280
assoc,11.7998,263.5697
sig,-12.5125,22.5943
assoc,-11.5125,188.9722
assoc,-16.9823,194.8761
assoc,-20.1532,195.8882
sig,-13.2778,43.5987
sig,-13.1628,16.5362
sig,-7.3445,22.4946
assoc,5.8581,202.6642
sig,-21.6543,125.9321
sig,-17.9013,130.4313
assoc,-12.9576,135.8679
sig,-7.8233,20.6886
sig,-13.5084,133.9595
sig,-2.6904,24.4137
sig,-14.6251,137.4195
assoc,24.4509,215.3257
assoc,24.9303,316.5143
sig,-7.7797,151.7890
assoc,-13.7227,133.8240
assoc,6.4283,281.1248
sig,-9.4610,150.8829
sig,0.5090,21.0044
assoc,-2.3470,19.5932
sig,-7.9350,30.5135
assoc,25.7096,273.0759
sig,13.1898,118.3583
sig,-16.8106,123.3406
sig,-15.5367,114.0010
sig,-3.5999,12.1856
sig,25.9806,324.5019
sig,-16.5738,134.5270
sig,2.4452,104.4078
sig,-21.1213,123.6368
sig,1.1134,26.9487
sig,-19.3212,55.5786
sig,1.1167,1.7003
sig,-13.6752,35.5003
sig,-12.4296,133.2089
sig,-18.7845,140.2267
sig,-21.8859,143.9928
sig,-11.7333,108.4040
sig,3.7382,331.5976
sig,-8.1003,150.5433
sig,-17.0089,134.7237
sig,-5.9425,146.1032
sig,-9.9291,126.0171
sig,-13.0826,129.2895
sig,-16.8194,133.3636
sig,-8.0248,180.0189
sig,-14.6982,129.8780
sig,-10.6264,152.1663
sig,1.0671,114.4079
sig,-12.0413,28.4756
sig,5.9557,118.0451
sig,-15.7437,31.3175
sig,-18.4023,34.3261
sig,-25.4615,155.4307
sig,-24.6369,156.5729
sig,-5.5862,18.5903
sig,-7.1122,20.0989
sig,-13.5255,26.6742
sig,-21.9966,36.4389
sig,-15.4964,148.0680
sig,-18.7508,134.3635
sig,-11.0535,165.7554
sig,-19.0620,171.8094
sig,-21.0354,174.1882
sig,-10.7726,140.8911
sig,-8.0879,143.6140
sig,-16.2148,23.0426
sig,-16.1909,229.2467
sig,-7.3483,132.0010
sig,-17.6720,130.2389
sig,-14.9515,129.1059
sig,-22.1134,118.6872
sig,-20.9650,120.1232
sig,-16.0468,125.8601
sig,-16.0467,125.8602
sig,-16.0465,125.8603
sig,-19.8448,114.1442
sig,-14.0427,127.0372
sig,-19.6655,48.4879
